,0,1
852,چشم بد دور از عشقتون,"""غیرتنفر"""
853,خیلی دختر ساده‌ای هستی زود گولت زدن یروز بحرفم میرسی,"""غیرتنفر"""
854,با امیر تتلو ازداوج کردی,"""غیرتنفر"""
855,خداییش تتلو از سرشم زیاده دختره‌ی یه ریالی,"""تنفر"""
856,فقط اونجا که تو آهنگ انتظار میگهخورشید من چشای توعهسحر چشای توعه,"""غیرتنفر"""
857,کی میخای لخت شی طاغتمون تموم شد منتظریم سحر جون,"""تنفر"""
858,سحر تو دیگه ازایران نرو خیلی قشنگ بازی میکنی خدایی,"""غیرتنفر"""
859,کیا اومدن کامنت بخونن دستا بالا,"""غیرتنفر"""
860,شنیدیم حاج خانم تتلو شدی,"""غیرتنفر"""
861,سحر قریشی واقعا میخا با امیر تتلو ازدواج کنی,"""غیرتنفر"""
862,حق نداری بگردی ایران ابروی ما ایرانیان بردی حالا رفتی با تتلو که زده خداواهلبیت و ایران,"""تنفر"""
863,عاشق جفت تون ام عشقین چشم بخیل کور,"""غیرتنفر"""
864,بچه‌ها میشه لطفا پیج اصلی تتلو رو بدید ممنونم,"""غیرتنفر"""
865,خدا چقدر شما عقشقین خدا براهم نگهتون داره یعنی توی اوج رفنتون مقل ما مردم عادی بی شیله پیله این بالا بالا ببینمتون عشقا بهترینا,"""غیرتنفر"""
866,کلا به هرکی میرسی تیغش میزنی,"""تنفر"""
867,ب شادی بدی ب تتلو,"""تنفر"""
868,عزیزم دستش چیشده این کوچولو,"""غیرتنفر"""
869,وبنظر پول تو پیج یوتیوب هست که تلاش خودت میکنی براش اینستا دیگه کهنه شد,"""غیرتنفر"""
870,مبارکا باشه یه لایک خوشگل شرینیمون بده,"""غیرتنفر"""
871,این کیه اون کیه اینجا کجاس,"""غیرتنفر"""
872,شوهر نو مبارک انشاالله چرخش برات بچرخه,"""غیرتنفر"""
873,کاری به جمهوری اسلامی ندارم ولی ازادی از نظر شما یعنی زن خودشو خوشگل کنه با وضع نیمه لخت بیاد ببینید لذت ببرید شما دنبال ازادی زنان نیستید دنبال ازادی دسترسی به زنان هستید اربابتون آمریکا که به زور زنارو میبره ومسابقه زن شایسته,"""تنفر"""
874,چه کوچولو موچولو و نازه,"""غیرتنفر"""
875,سلام خانم قریشی تو مجازی خبر ازدواج شما رو با تتلو زدن صحت داره,"""غیرتنفر"""
876,راسته که با تتلو رابطه داری,"""غیرتنفر"""
877,دیگه دوره پسرهای بامعرفت سر اومده,"""غیرتنفر"""
878,خوش بکنی دادامنظورم زندگی بود از بس که منحرفین,"""تنفر"""
879,از من میشنوی جواب رد بده تا آبروت بیشتر نرفته,"""غیرتنفر"""
880,سامی یوسف خواننده مذهبی ترک,"""غیرتنفر"""
881,سلام صبح بخیر کرکره کامنتو میدم بالا,"""غیرتنفر"""
882,مهم نبست چن دقیقه است,"""غیرتنفر"""
883,تتلو تو آهنگ خانم وزیری که دوستی چند روزش بود اول آهنگ میگفت فقط یادم نمیاد خانم وزیری چجوری بود ولی نقطه به نقطشو تعریف کرد حالا وای به حال تو که میخوای زن چند ماهش شی,"""تنفر"""
884,اخوک گوزواصلاشغل هنرتون جزدزدی فسادفاحشگی دروغ پیهمثل عمامان هرزتون بودید,"""تنفر"""
885,خبر رسید امیر تتلو با سحر قریشی تیک زدن,"""غیرتنفر"""
886,خیلی قشنگید انشالله به پای هم پیر بشید,"""غیرتنفر"""
887,البته شوهرمو پیدا نکردما ولی حس میکنم یکی بردتش,"""غیرتنفر"""
888,مادرتو اگه دروغ بگی بی ناموس,"""تنفر"""
889,باشه ولی شما کنار هم خیلی قشنگید,"""غیرتنفر"""
890,پولای جمشید و بردی پیش تتلو نامرد,"""تنفر"""
891,گربه چرا دستش بستس مشکلش چیه,"""غیرتنفر"""
892,سلام میشه جواب بدی خوشحال شم,"""غیرتنفر"""
893,بیناموسا فقط ابرو یه کشور و میبرن,"""تنفر"""
894,شاد باشید وپر از حس نسیم وگل سرخ,"""غیرتنفر"""
895,فارسی بنویس بوله موو پای بوفتیم,"""غیرتنفر"""
896,ابرو ما طرفداراتو بردی رفتی خونه تتلو باهاش ورزش میکنی,"""تنفر"""
897,در حد سلطان تتل نیستی,"""تنفر"""
898,خودت نقشی در ساختن زندگیت نداشتی,"""تنفر"""
899,کونو دادی ب تتل رفت,"""تنفر"""
900,چه اشتباهی کردی قشنگ میبینم دراینده که فقط گریه میکنی وزار میزنی به حال وروز خودت,"""تنفر"""
901,آخ که چ نازی میکنه براش,"""غیرتنفر"""
902,توام روز مثل مهراد جم دست از پاددراز‌تر برمیگردی,"""تنفر"""
903,وای خیلی خوشگلیدعشقتون پایدار قشنگام,"""غیرتنفر"""
904,خو الان هدفت از این فیلمه چیع,"""تنفر"""
905,خدا چه پیشی با مزه‌ای,"""غیرتنفر"""
906,دو روز دیگه اینا هم مثل بقیه میرینن به هم و طلاقفعلا اولشه,"""تنفر"""
907,حس میکنم ادم تیغ زنی باشی,"""تنفر"""
908,امیر طعمتو بچشه ولت میکنه منتظر باش,"""تنفر"""
909,هر چی افغانیها ریخته زیر پیچ سکینه,"""تنفر"""
910,خوب سر جمشید کلاه گذاشتی دمت گرم,"""غیرتنفر"""
911,سحری جریان تو و تتل چیه‌ها,"""غیرتنفر"""
912,خاک تو سرت مگه تتلو چی داره ک عاشقش شدی,"""تنفر"""
913,بچه‌های رفع تیرگی این روزا کم کار شدن جریان چیه نگرانشونم,"""غیرتنفر"""
914,ناخن گیر به خونه خو نداری فرشته خانم,"""تنفر"""
915,سحر راسته تو مالک روبسها هستی,"""غیرتنفر"""
916,دختر مو بلند گلی از گل‌های بهشته,"""غیرتنفر"""
917,شب بخیر بچه‌ها کرکره کامنتو میبندم,"""غیرتنفر"""
918,حاج خانوم از این بیشتر دیگه بمونی پاره میشی‌ها یعنی پارت میکنه اونقدر میکنه تو رو پاشو بیا که بعد کات عین دنیا میگه کجاهات ایراد داشت,"""تنفر"""
919,الان باید فقط تتل گوش کنی پویان کیه دیگه,"""غیرتنفر"""
920,چرا ساکتی نمیگی با تتلو اره یا ن,"""غیرتنفر"""
921,ای شیطون ایشالا که فقط در حد عکسه,"""غیرتنفر"""
922,رل زدن با تتلو فکر خبیه ک فالور جمع کنین فقط مواضب باش امیر پاچت نزارع,"""تنفر"""
923,واقعا کچرا آبروی خودتو میبرین,"""غیرتنفر"""
924,الکی این چیزام حالیت میشه مگه,"""تنفر"""
925,خوٻ خارو مادر بی ارزش این جماعت بی ارزش سریس کردی,"""تنفر"""
926,درد معلمان و سینا بخوره بجون همه طلبه‌های طلبکار,"""تنفر"""
927,اینکارا فقط برای اضافه کردن فالوره و مردم ساده وپرحاشیه دنبال حرف خاله زنی,"""تنفر"""
928,عشق من داش نوید گل,"""غیرتنفر"""
929,خوشحال از اینکه شوهر پیدا کردی خانم سکینه حسینی ذوق مرگ نشی,"""تنفر"""
930,آدم خوب نبود با تتلو دو پریدی,"""تنفر"""
931,چشم و ابرو اش به باباش رفته,"""غیرتنفر"""
932,چه خوب شده ولی قیافش,"""غیرتنفر"""
933,چرا انقدر حالم ازت بهم میخوره,"""تنفر"""
934,به تتلو دادی یا نه هنوز,"""تنفر"""
935,ای ننه گربه رو نگا وای,"""غیرتنفر"""
936,زودتر فیلم بیاد ببینیم بازی درخشانت رو,"""غیرتنفر"""
937,لامصب قلب نیست که قابلمس همه توش جامیشن کلا بازیگرا قاطی کردن یکی فرارمیکنه یکی خودکشی فکرکنم تاثیر ویروس وواکسنی که زدن اینارو اینجوری کرده واقعا جای تاسف داره,"""تنفر"""
938,آدم باید یه دختر مو بلند تو زندگیش باشه,"""غیرتنفر"""
939,حالم دیگه ازت بهم میخوره,"""تنفر"""
940,عالی بود ولی خداییش معلما حقوق مفت میگیرن بخدا بچه هامون همه بی سوادن,"""تنفر"""
941,جدیدن چنگ تو چنگ شدی با تتل فیس تو فیس,"""غیرتنفر"""
942,ده میلیون فالور ولی سیصد هزارتا ویو شاشیدم تو فیک هات,"""تنفر"""
943,حکم جقی برا امیر تاریخ ثابت کرده میکنه ول میکنه,"""تنفر"""
944,خدایی افغانهای زیادی تو ایران پیشرفت کردن ازجمله سحر خانوم قریشی و همسر نوید محمدزاده موفق باشید,"""غیرتنفر"""
945,طلبه به کسی گفته میشود که در طلب رفتن در بشکه است,"""تنفر"""
946,آنقدر رو مخم نرید چند روز روز زنه,"""تنفر"""
947,چقدر خوبه خارج از هر قشر و دین و مذهب و فرهنگی بشه چنین زندگی خوبی ساخت و این نشون میده که فقط عشق و محبت میتونه چنین چیزی رو بسازهخوشبخت باشید,"""غیرتنفر"""
948,سفر علمی بره کشف کنه موقع طهارت چند انگشتفرو کنه,"""تنفر"""
949,بزودی آهنگ جدیدی از تتلو بنام خانم وزیری شماره دو یا همون خانم قریشی خونده میشه با تمام جزییات بدن سحرجون,"""تنفر"""
